Index,Number,Type
5994,992191,Odd
5995,662656,Even
5996,770178,Even
5997,671383,Odd
5998,178703,Odd
5999,823617,Odd
6000,312765,Odd
6001,109314,Even
6002,957382,Even
6003,79804,Even
6004,656080,Even
6005,47023,Odd
6006,749643,Odd
6007,37665,Odd
6008,325404,Even
6009,507219,Odd
6010,860596,Even
6011,128350,Even
6012,230869,Odd
6013,362865,Odd
6014,844403,Odd
6015,927580,Even
6016,39759,Odd
6017,356545,Odd
6018,416479,Odd
6019,633412,Even
6020,264814,Even
6021,974043,Odd
6022,548663,Odd
6023,470516,Even
6024,795597,Odd
6025,754280,Even
6026,169190,Even
6027,439501,Odd
6028,878057,Odd
6029,289395,Odd
6030,800524,Even
6031,481933,Odd
6032,483353,Odd
6033,701997,Odd
6034,969311,Odd
6035,740694,Even
6036,875030,Even
6037,675840,Even
6038,478967,Odd
6039,519708,Even
6040,695287,Odd
6041,322315,Odd
6042,607065,Odd
6043,879298,Even
6044,425365,Odd
6045,373995,Odd
6046,337890,Even
6047,780947,Odd
6048,947049,Odd
6049,675083,Odd
6050,72969,Odd
6051,205791,Odd
6052,348323,Odd
6053,192094,Even
6054,517611,Odd
6055,391503,Odd
6056,328093,Odd
6057,355865,Odd
6058,714492,Even
6059,335722,Even
6060,260077,Odd
6061,946253,Odd
6062,491675,Odd
6063,436486,Even
6064,409144,Even
6065,151727,Odd
6066,225613,Odd
6067,226927,Odd
6068,371839,Odd
6069,263488,Even
6070,491574,Even
6071,602783,Odd
6072,182083,Odd
6073,585035,Odd
6074,582984,Even
6075,428658,Even
6076,265930,Even
6077,574962,Even
6078,722340,Even
6079,783607,Odd
6080,195382,Even
6081,302575,Odd
6082,71902,Even
6083,465970,Even
6084,318666,Even
6085,916786,Even
6086,733863,Odd
6087,790705,Odd
6088,245465,Odd
6089,94035,Odd
6090,128263,Odd
6091,819924,Even
6092,488286,Even
6093,847478,Even
6094,139212,Even
6095,633114,Even
6096,818486,Even
6097,67630,Even
6098,884393,Odd
6099,630353,Odd
6100,35321,Odd
6101,270872,Even
6102,278089,Odd
6103,202345,Odd
6104,327080,Even
6105,56695,Odd
6106,696743,Odd
6107,488675,Odd
6108,189756,Even
6109,287125,Odd
6110,819337,Odd
6111,521691,Odd
6112,499890,Even
6113,91996,Even
6114,873809,Odd
6115,27890,Even
6116,684829,Odd
6117,447623,Odd
6118,163657,Odd
6119,925004,Even
6120,416485,Odd
6121,514749,Odd
6122,297229,Odd
6123,897677,Odd
6124,771016,Even
6125,254548,Even
6126,917549,Odd
6127,31371,Odd
6128,666847,Odd
6129,468850,Even
6130,809749,Odd
6131,464121,Odd
6132,696127,Odd
6133,452710,Even
6134,31876,Even
6135,519442,Even
6136,808475,Odd
6137,981346,Even
6138,255626,Even
6139,205067,Odd
6140,784026,Even
6141,749660,Even
6142,802381,Odd
6143,301604,Even
6144,455927,Odd
6145,771380,Even
6146,937990,Even
6147,52238,Even
6148,612826,Even
6149,69278,Even
6150,625130,Even
6151,494971,Odd
6152,831298,Even
6153,844842,Even
6154,973444,Even
6155,569799,Odd
6156,861129,Odd
6157,126825,Odd
6158,902379,Odd
6159,770038,Even
6160,347226,Even
6161,188672,Even
6162,567113,Odd
6163,594731,Odd
6164,392996,Even
6165,581062,Even
6166,738260,Even
6167,404456,Even
6168,262631,Odd
6169,543903,Odd
6170,531077,Odd
6171,30342,Even
6172,791028,Even
6173,993393,Odd
6174,153635,Odd
6175,62195,Odd
6176,731725,Odd
6177,178005,Odd
6178,198992,Even
6179,943026,Even
6180,602506,Even
6181,100453,Odd
6182,655113,Odd
6183,869137,Odd
6184,459223,Odd
6185,586488,Even
6186,345145,Odd
6187,915932,Even
6188,251065,Odd
6189,73944,Even
6190,228890,Even
6191,902996,Even
6192,532995,Odd
6193,481707,Odd
6194,337160,Even
6195,501828,Even
6196,547077,Odd
6197,70453,Odd
6198,721539,Odd
6199,758407,Odd
6200,505183,Odd
6201,58326,Even
6202,903321,Odd
6203,61589,Odd
6204,668783,Odd
6205,479881,Odd
6206,250280,Even
6207,359739,Odd
6208,44642,Even
6209,575319,Odd
6210,172686,Even
6211,847436,Even
6212,41634,Even
6213,752256,Even
6214,282045,Odd
6215,899236,Even
6216,210964,Even
6217,154035,Odd
6218,472768,Even
6219,363228,Even
6220,901596,Even
6221,302130,Even
6222,284121,Odd
6223,276336,Even
6224,249023,Odd
6225,778876,Even
6226,992540,Even
6227,121917,Odd
6228,829387,Odd
6229,60766,Even
6230,436992,Even
6231,762114,Even
6232,520422,Even
6233,670755,Odd
6234,263494,Even
6235,830125,Odd
6236,349991,Odd
6237,592970,Even
6238,578371,Odd
6239,936076,Even
6240,392613,Odd
6241,286365,Odd
6242,872889,Odd
6243,39521,Odd
6244,24736,Even
6245,932053,Odd
6246,305749,Odd
6247,204446,Even
6248,215883,Odd
6249,331282,Even
6250,745934,Even
6251,267884,Even
6252,108543,Odd
6253,972394,Even
6254,986296,Even
6255,333824,Even
6256,719862,Even
6257,528674,Even
6258,131970,Even
6259,188085,Odd
6260,864,Even
6261,987489,Odd
6262,657386,Even
6263,741023,Odd
6264,892482,Even
6265,780152,Even
6266,860581,Odd
6267,220968,Even
6268,922965,Odd
6269,153423,Odd
6270,821660,Even
6271,34579,Odd
6272,379626,Even
6273,644859,Odd
6274,97314,Even
6275,657276,Even
6276,512171,Odd
6277,173716,Even
6278,501540,Even
6279,475258,Even
6280,347631,Odd
6281,165255,Odd
6282,718796,Even
6283,96767,Odd
6284,186606,Even
6285,788317,Odd
6286,309951,Odd
6287,32342,Even
6288,617159,Odd
6289,39970,Even
6290,69337,Odd
6291,960478,Even
6292,662392,Even
6293,607789,Odd
6294,124025,Odd
6295,430009,Odd
6296,208435,Odd
6297,688027,Odd
6298,970108,Even
6299,889180,Even
6300,725488,Even
6301,190743,Odd
6302,921027,Odd
6303,718852,Even
6304,112037,Odd
6305,42963,Odd
6306,358490,Even
6307,96736,Even
6308,710326,Even
6309,50559,Odd
6310,207507,Odd
6311,209463,Odd
6312,231898,Even
6313,129676,Even
6314,951993,Odd
6315,706874,Even
6316,27045,Odd
6317,904910,Even
6318,649939,Odd
6319,835838,Even
6320,143615,Odd
6321,643824,Even
6322,97517,Odd
6323,684728,Even
6324,43525,Odd
6325,321880,Even
6326,744108,Even
6327,136020,Even
6328,401088,Even
6329,673312,Even
6330,257203,Odd
6331,120333,Odd
6332,809266,Even
6333,386427,Odd
6334,278312,Even
6335,981076,Even
6336,863932,Even
6337,836969,Odd
6338,184331,Odd
6339,707192,Even
6340,959536,Even
6341,850508,Even
6342,88338,Even
6343,538538,Even
6344,623214,Even
6345,776063,Odd
6346,151368,Even
6347,736450,Even
6348,491131,Odd
6349,997431,Odd
6350,618954,Even
6351,803011,Odd
6352,576294,Even
6353,114643,Odd
6354,288572,Even
6355,713719,Odd
6356,287475,Odd
6357,561550,Even
6358,489323,Odd
6359,76913,Odd
6360,820485,Odd
6361,464957,Odd
6362,912632,Even
6363,783396,Even
6364,238769,Odd
6365,925925,Odd
6366,559967,Odd
6367,246548,Even
6368,518907,Odd
6369,129363,Odd
6370,167906,Even
6371,129692,Even
6372,482470,Even
6373,420989,Odd
6374,25626,Even
6375,613782,Even
6376,741931,Odd
6377,225457,Odd
6378,348989,Odd
6379,223171,Odd
6380,892541,Odd
6381,66671,Odd
6382,724803,Odd
6383,349306,Even
6384,188728,Even
6385,864387,Odd
6386,221573,Odd
6387,89332,Even
6388,748952,Even
6389,161025,Odd
6390,836955,Odd
6391,204962,Even
6392,97321,Odd
6393,547373,Odd
6394,925221,Odd
6395,231549,Odd
6396,992098,Even
6397,152886,Even
6398,377213,Odd
6399,384546,Even
6400,688977,Odd
6401,613760,Even
6402,968258,Even
6403,393998,Even
6404,847119,Odd
6405,387956,Even
6406,783271,Odd
6407,54111,Odd
6408,486871,Odd
6409,236270,Even
6410,736553,Odd
6411,344250,Even
6412,173602,Even
6413,19190,Even
6414,246777,Odd
6415,110657,Odd
6416,582126,Even
6417,359518,Even
6418,357727,Odd
6419,270896,Even
6420,48250,Even
6421,286710,Even
6422,728180,Even
6423,44240,Even
6424,601445,Odd
6425,615199,Odd
6426,39383,Odd
6427,416393,Odd
6428,706134,Even
6429,560362,Even
6430,489789,Odd
6431,308284,Even
6432,144083,Odd
6433,692625,Odd
6434,388662,Even
6435,27587,Odd
6436,263293,Odd
6437,331448,Even
6438,370115,Odd
6439,268748,Even
6440,441551,Odd
6441,922074,Even
6442,6303,Odd
6443,870467,Odd
6444,433828,Even
6445,143440,Even
6446,80688,Even
6447,952473,Odd
6448,467505,Odd
6449,737009,Odd
6450,60650,Even
6451,297006,Even
6452,223851,Odd
6453,806942,Even
6454,317599,Odd
6455,335452,Even
6456,759549,Odd
6457,50656,Even
6458,618695,Odd
6459,276024,Even
6460,165721,Odd
6461,943214,Even
6462,541728,Even
6463,1616,Even
6464,586687,Odd
6465,234719,Odd
6466,251573,Odd
6467,347342,Even
6468,36150,Even
6469,110421,Odd
6470,581812,Even
6471,444390,Even
6472,375564,Even
6473,360345,Odd
6474,574351,Odd
6475,54951,Odd
6476,946311,Odd
6477,370476,Even
6478,652182,Even
6479,785033,Odd
6480,955519,Odd
6481,351806,Even
6482,558930,Even
6483,301956,Even
6484,891351,Odd
6485,301705,Odd
6486,465456,Even
6487,324765,Odd
6488,256741,Odd
6489,714370,Even
6490,121093,Odd
6491,38313,Odd
6492,781542,Even
6493,118443,Odd
6494,245564,Even
6495,763049,Odd
6496,738998,Even
6497,454618,Even
6498,680929,Odd
6499,53675,Odd
6500,59530,Even
6501,451794,Even
6502,516462,Even
6503,370213,Odd
6504,287568,Even
6505,416385,Odd
6506,151429,Odd
6507,181045,Odd
6508,734139,Odd
6509,506444,Even
6510,772466,Even
6511,121934,Even
6512,326609,Odd
6513,478632,Even
6514,830813,Odd
6515,306058,Even
6516,774693,Odd
6517,506472,Even
6518,293692,Even
6519,413129,Odd
6520,45141,Odd
6521,8576,Even
6522,286361,Odd
6523,123333,Odd
6524,382167,Odd
6525,458389,Odd
6526,911416,Even
6527,620124,Even
6528,849194,Even
6529,706856,Even
6530,680262,Even
6531,899387,Odd
6532,99780,Even
6533,228048,Even
6534,365368,Even
6535,888709,Odd
6536,307949,Odd
6537,696432,Even
6538,767953,Odd
6539,364621,Odd
6540,267819,Odd
6541,517988,Even
6542,807519,Odd
6543,800169,Odd
6544,162586,Even
6545,181909,Odd
6546,721547,Odd
6547,227685,Odd
6548,672472,Even
6549,441284,Even
6550,717503,Odd
6551,699889,Odd
6552,261321,Odd
6553,667191,Odd
6554,401834,Even
6555,666039,Odd
6556,971413,Odd
6557,703944,Even
6558,512694,Even
6559,55018,Even
6560,528717,Odd
6561,595910,Even
6562,177639,Odd
6563,732638,Even
6564,935250,Even
6565,328465,Odd
6566,931609,Odd
6567,325109,Odd
6568,324907,Odd
6569,195844,Even
6570,677271,Odd
6571,791788,Even
6572,204073,Odd
6573,188805,Odd
6574,266321,Odd
6575,103724,Even
6576,306980,Even
6577,616535,Odd
6578,229805,Odd
6579,167851,Odd
6580,375704,Even
6581,126746,Even
6582,693679,Odd
6583,387249,Odd
6584,610068,Even
6585,472911,Odd
6586,828522,Even
6587,746380,Even
6588,344002,Even
6589,959404,Even
6590,569100,Even
6591,405496,Even
6592,192197,Odd
6593,151673,Odd
6594,500925,Odd
6595,769143,Odd
6596,251470,Even
6597,10595,Odd
6598,392270,Even
6599,854092,Even
6600,409021,Odd
6601,935793,Odd
6602,555255,Odd
6603,932801,Odd
6604,34541,Odd
6605,926855,Odd
6606,377465,Odd
6607,335476,Even
6608,740923,Odd
6609,791553,Odd
6610,251555,Odd
6611,473064,Even
6612,16869,Odd
6613,493520,Even
6614,601414,Even
6615,561652,Even
6616,15504,Even
6617,565241,Odd
6618,49928,Even
6619,516262,Even
6620,834257,Odd
6621,848092,Even
6622,546018,Even
6623,578153,Odd
6624,65383,Odd
6625,329894,Even
6626,580152,Even
6627,261,Odd
6628,573410,Even
6629,220355,Odd
6630,480878,Even
6631,844788,Even
6632,35200,Even
6633,783428,Even
6634,725735,Odd
6635,968422,Even
6636,203959,Odd
6637,467528,Even
6638,260979,Odd
6639,549828,Even
6640,676480,Even
6641,539830,Even
6642,652865,Odd
6643,927657,Odd
6644,239355,Odd
6645,164898,Even
6646,706859,Odd
6647,421587,Odd
6648,318629,Odd
6649,909181,Odd
6650,389082,Even
6651,718869,Odd
6652,903320,Even
6653,730964,Even
6654,624026,Even
6655,807689,Odd
6656,191144,Even
6657,316107,Odd
6658,847711,Odd
6659,9897,Odd
6660,307251,Odd
6661,478994,Even
6662,738931,Odd
6663,486634,Even
6664,971719,Odd
6665,697629,Odd
6666,649242,Even
6667,27306,Even
6668,573766,Even
6669,516972,Even
6670,467256,Even
6671,827273,Odd
6672,174327,Odd
6673,747284,Even
6674,77950,Even
6675,587662,Even
6676,436612,Even
6677,896920,Even
6678,605051,Odd
6679,596558,Even
6680,674221,Odd
6681,908035,Odd
6682,739162,Even
6683,974209,Odd
6684,103359,Odd
6685,571631,Odd
6686,706487,Odd
6687,442470,Even
6688,806175,Odd
6689,316861,Odd
6690,160108,Even
6691,196462,Even
6692,410866,Even
6693,665837,Odd
6694,338149,Odd
6695,623068,Even
6696,289189,Odd
6697,68056,Even
6698,958887,Odd
6699,284795,Odd
6700,844492,Even
6701,360366,Even
6702,695890,Even
6703,830517,Odd
6704,400358,Even
6705,856401,Odd
6706,939252,Even
6707,265368,Even
6708,526769,Odd
6709,295526,Even
6710,616570,Even
6711,975199,Odd
6712,653727,Odd
6713,344951,Odd
6714,777764,Even
6715,653017,Odd
6716,704973,Odd
6717,675384,Even
6718,198401,Odd
6719,776302,Even
6720,620495,Odd
6721,578777,Odd
6722,397462,Even
6723,392691,Odd
6724,762778,Even
6725,640138,Even
6726,60572,Even
6727,669974,Even
6728,417766,Even
6729,427376,Even
6730,773121,Odd
6731,837820,Even
6732,625536,Even
6733,257914,Even
6734,9330,Even
6735,924428,Even
6736,750640,Even
6737,918884,Even
6738,125915,Odd
6739,282607,Odd
6740,82195,Odd
6741,597940,Even
6742,669138,Even
6743,501131,Odd
6744,713961,Odd
6745,354273,Odd
6746,691708,Even
6747,922637,Odd
6748,407493,Odd
6749,526712,Even
6750,582508,Even
6751,108959,Odd
6752,320313,Odd
6753,672265,Odd
6754,964893,Odd
6755,484447,Odd
6756,176983,Odd
6757,999140,Even
6758,677158,Even
6759,49335,Odd
6760,717101,Odd
6761,816905,Odd
6762,392267,Odd
6763,310934,Even
6764,803027,Odd
6765,849318,Even
6766,756836,Even
6767,503124,Even
6768,150065,Odd
6769,384028,Even
6770,439078,Even
6771,393016,Even
6772,439988,Even
6773,477148,Even
6774,119364,Even
6775,750314,Even
6776,423140,Even
6777,12149,Odd
6778,495933,Odd
6779,218616,Even
6780,742393,Odd
6781,272173,Odd
6782,405921,Odd
6783,890154,Even
6784,396657,Odd
6785,372557,Odd
6786,568385,Odd
6787,4402,Even
6788,280357,Odd
6789,63956,Even
6790,344866,Even
6791,98002,Even
6792,169173,Odd
6793,410079,Odd
6794,583860,Even
6795,578626,Even
6796,366501,Odd
6797,581566,Even
6798,450279,Odd
6799,229863,Odd
6800,273640,Even
6801,629843,Odd
6802,280953,Odd
6803,603498,Even
6804,214719,Odd
6805,233805,Odd
6806,143858,Even
6807,186317,Odd
6808,720013,Odd
6809,240416,Even
6810,784008,Even
6811,769592,Even
6812,638129,Odd
6813,613686,Even
6814,443690,Even
6815,182946,Even
6816,410009,Odd
6817,77276,Even
6818,996602,Even
6819,385982,Even
6820,525529,Odd
6821,557780,Even
6822,647951,Odd
6823,492914,Even
6824,753497,Odd
6825,997238,Even
6826,244559,Odd
6827,919765,Odd
6828,893431,Odd
6829,645409,Odd
6830,252617,Odd
6831,590542,Even
6832,349844,Even
6833,247985,Odd
6834,271759,Odd
6835,346214,Even
6836,902911,Odd
6837,920482,Even
6838,614830,Even
6839,754300,Even
6840,212998,Even
6841,747286,Even
6842,898023,Odd
6843,671983,Odd
6844,983783,Odd
6845,15399,Odd
6846,963092,Even
6847,486899,Odd
6848,6022,Even
6849,141114,Even
6850,754556,Even
6851,831849,Odd
6852,923740,Even
6853,38576,Even
6854,228539,Odd
6855,620348,Even
6856,291233,Odd
6857,389357,Odd
6858,115759,Odd
6859,621677,Odd
6860,338011,Odd
6861,579383,Odd
6862,754371,Odd
6863,469656,Even
6864,901104,Even
6865,316491,Odd
6866,997527,Odd
6867,578964,Even
6868,30059,Odd
6869,164146,Even
6870,935421,Odd
6871,862158,Even
6872,35698,Even
6873,65973,Odd
6874,650512,Even
6875,106079,Odd
6876,575818,Even
6877,42806,Even
6878,799402,Even
6879,229982,Even
6880,577630,Even
6881,399710,Even
6882,400811,Odd
6883,269692,Even
6884,951245,Odd
6885,390578,Even
6886,191137,Odd
6887,538824,Even
6888,164000,Even
6889,634678,Even
6890,10419,Odd
6891,704205,Odd
6892,842051,Odd
6893,732390,Even
6894,594856,Even
6895,883655,Odd
6896,375297,Odd
6897,665602,Even
6898,381944,Even
6899,432061,Odd
6900,837927,Odd
6901,538705,Odd
6902,451958,Even
6903,538863,Odd
6904,88261,Odd
6905,512310,Even
6906,541855,Odd
6907,906567,Odd
6908,953828,Even
6909,498627,Odd
6910,850584,Even
6911,807750,Even
6912,732110,Even
6913,790710,Even
6914,280452,Even
6915,297042,Even
6916,143373,Odd
6917,288249,Odd
6918,310007,Odd
6919,146058,Even
6920,704965,Odd
6921,137707,Odd
6922,87239,Odd
6923,436050,Even
6924,824575,Odd
6925,229986,Even
6926,53661,Odd
6927,85305,Odd
6928,67050,Even
6929,547452,Even
6930,240797,Odd
6931,538184,Even
6932,380879,Odd
6933,815857,Odd
6934,858798,Even
6935,450662,Even
6936,130546,Even
6937,494842,Even
6938,885122,Even
6939,365936,Even
6940,893655,Odd
6941,788714,Even
6942,118779,Odd
6943,297394,Even
6944,720871,Odd
6945,903878,Even
6946,624957,Odd
6947,798988,Even
6948,160276,Even
6949,303905,Odd
6950,634538,Even
6951,249008,Even
6952,863499,Odd
6953,985168,Even
6954,498779,Odd
6955,378933,Odd
6956,363182,Even
6957,470804,Even
6958,394393,Odd
6959,78401,Odd
6960,244416,Even
6961,216042,Even
6962,231397,Odd
6963,411522,Even
6964,571116,Even
6965,545705,Odd
6966,149517,Odd
6967,923074,Even
6968,215922,Even
6969,390118,Even
6970,354951,Odd
6971,110346,Even
6972,17619,Odd
6973,55095,Odd
6974,461362,Even
6975,498219,Odd
6976,345090,Even
6977,311626,Even
6978,77547,Odd
6979,83602,Even
6980,604477,Odd
6981,921254,Even
6982,442794,Even
6983,46360,Even
6984,715307,Odd
6985,156159,Odd
6986,212428,Even
6987,363215,Odd
6988,472152,Even
6989,550590,Even
6990,868071,Odd
6991,266061,Odd
6992,117407,Odd
6993,189599,Odd
6994,549675,Odd
6995,79971,Odd
6996,174413,Odd
6997,439200,Even
6998,932292,Even
6999,331547,Odd
7000,534357,Odd
7001,928726,Even
7002,811905,Odd
7003,77651,Odd
7004,339919,Odd
7005,565029,Odd
7006,49881,Odd
7007,765049,Odd
7008,722215,Odd
7009,367539,Odd
7010,278708,Even
7011,563320,Even
7012,978375,Odd
7013,504956,Even
7014,450401,Odd
7015,658663,Odd
7016,872803,Odd
7017,862410,Even
7018,439094,Even
7019,283199,Odd
7020,525300,Even
7021,904457,Odd
7022,902398,Even
7023,15764,Even
7024,509064,Even
7025,190697,Odd
7026,642300,Even
7027,99116,Even
7028,374951,Odd
7029,600353,Odd
7030,636837,Odd
7031,443601,Odd
7032,284639,Odd
7033,89648,Even
7034,171061,Odd
7035,575273,Odd
7036,709890,Even
7037,150133,Odd
7038,355975,Odd
7039,778259,Odd
7040,570888,Even
7041,960952,Even
7042,275888,Even
7043,518021,Odd
7044,440655,Odd
7045,464887,Odd
7046,478792,Even
7047,750240,Even
7048,527310,Even
7049,883366,Even
7050,179343,Odd
7051,630184,Even
7052,392526,Even
7053,197174,Even
7054,768344,Even
7055,880058,Even
7056,211318,Even
7057,452907,Odd
7058,905225,Odd
7059,619216,Even
7060,667006,Even
7061,252920,Even
7062,861416,Even
7063,262726,Even
7064,786774,Even
7065,54119,Odd
7066,783373,Odd
7067,432254,Even
7068,123933,Odd
7069,5973,Odd
7070,446716,Even
7071,63479,Odd
7072,267582,Even
7073,344423,Odd
7074,109048,Even
7075,594134,Even
7076,711612,Even
7077,820855,Odd
7078,798422,Even
7079,881702,Even
7080,999616,Even
7081,476131,Odd
7082,156969,Odd
7083,96662,Even
7084,980262,Even
7085,438806,Even
7086,764092,Even
7087,926423,Odd
7088,531184,Even
7089,305252,Even
7090,551153,Odd
7091,954851,Odd
7092,165078,Even
7093,923064,Even
7094,610451,Odd
7095,822116,Even
7096,745600,Even
7097,490165,Odd
7098,66648,Even
7099,875716,Even
7100,612049,Odd
7101,334700,Even
7102,624767,Odd
7103,681564,Even
7104,813835,Odd
7105,340162,Even
7106,204949,Odd
7107,471775,Odd
7108,95474,Even
7109,659054,Even
7110,145503,Odd
7111,950998,Even
7112,35219,Odd
7113,235068,Even
7114,990785,Odd
7115,771211,Odd
7116,175366,Even
7117,433846,Even
7118,938321,Odd
7119,197438,Even
7120,414255,Odd
7121,366415,Odd
7122,696156,Even
7123,153893,Odd
7124,84173,Odd
7125,640262,Even
7126,153790,Even
7127,953804,Even
7128,824615,Odd
7129,454072,Even
7130,307363,Odd
7131,560983,Odd
7132,30585,Odd
7133,18891,Odd
7134,826550,Even
7135,784830,Even
7136,789822,Even
7137,179478,Even
7138,98604,Even
7139,847816,Even
7140,55672,Even
7141,459127,Odd
7142,781187,Odd
7143,907739,Odd
7144,191686,Even
7145,315470,Even
7146,859925,Odd
7147,139758,Even
7148,115769,Odd
7149,681862,Even
7150,659798,Even
7151,104448,Even
7152,458445,Odd
7153,204956,Even
7154,479957,Odd
7155,988897,Odd
7156,307647,Odd
7157,807329,Odd
7158,725904,Even
7159,492133,Odd
7160,958338,Even
7161,61044,Even
7162,872539,Odd
7163,110695,Odd
7164,389608,Even
7165,345546,Even
7166,902403,Odd
7167,675325,Odd
7168,293102,Even
7169,30920,Even
7170,281259,Odd
7171,896004,Even
7172,507880,Even
7173,459864,Even
7174,535789,Odd
7175,830318,Even
7176,314727,Odd
7177,289449,Odd
7178,270932,Even
7179,359223,Odd
7180,273191,Odd
7181,398220,Even
7182,683942,Even
7183,881761,Odd
7184,509274,Even
7185,128336,Even
7186,457360,Even
7187,215763,Odd
7188,470669,Odd
7189,885961,Odd
7190,915147,Odd
7191,649061,Odd
7192,105589,Odd
7193,361891,Odd
7194,128563,Odd
7195,453253,Odd
7196,343052,Even
7197,481026,Even
7198,121199,Odd
7199,448167,Odd
7200,19235,Odd
7201,312338,Even
7202,459152,Even
7203,338813,Odd
7204,960499,Odd
7205,442739,Odd
7206,755253,Odd
7207,83911,Odd
7208,773660,Even
7209,680134,Even
7210,285278,Even
7211,563794,Even
7212,199518,Even
7213,40254,Even
7214,41968,Even
7215,355643,Odd
7216,314830,Even
7217,361732,Even
7218,797343,Odd
7219,870581,Odd
7220,316225,Odd
7221,365783,Odd
7222,671451,Odd
7223,356942,Even
7224,738976,Even
7225,93110,Even
7226,420556,Even
7227,26295,Odd
7228,326548,Even
7229,676056,Even
7230,215664,Even
7231,110958,Even
7232,298772,Even
7233,163643,Odd
7234,167573,Odd
7235,176853,Odd
7236,580484,Even
7237,151216,Even
7238,685330,Even
7239,354229,Odd
7240,575553,Odd
7241,812746,Even
7242,774199,Odd
7243,368522,Even
7244,101956,Even
7245,295407,Odd
7246,261465,Odd
7247,212628,Even
7248,619976,Even
7249,725474,Even
7250,429062,Even
7251,649473,Odd
7252,97405,Odd
7253,450374,Even
7254,593009,Odd
7255,434401,Odd
7256,93449,Odd
7257,3225,Odd
7258,147158,Even
7259,569862,Even
7260,36186,Even
7261,164829,Odd
7262,938858,Even
7263,825612,Even
7264,226124,Even
7265,136877,Odd
7266,180864,Even
7267,291504,Even
7268,281839,Odd
7269,155617,Odd
7270,647638,Even
7271,77845,Odd
7272,577212,Even
7273,133274,Even
7274,462184,Even
7275,96659,Odd
7276,39845,Odd
7277,226075,Odd
7278,618704,Even
7279,626613,Odd
7280,730018,Even
7281,161566,Even
7282,838192,Even
7283,534330,Even
7284,439205,Odd
7285,964544,Even
7286,73504,Even
7287,848906,Even
7288,431948,Even
7289,234313,Odd
7290,54022,Even
7291,262743,Odd
7292,243924,Even
7293,812564,Even
7294,298229,Odd
7295,987576,Even
7296,476305,Odd
7297,583947,Odd
7298,380758,Even
7299,273211,Odd
7300,521887,Odd
7301,209377,Odd
7302,473777,Odd
7303,150355,Odd
7304,735778,Even
7305,218130,Even
7306,920395,Odd
7307,80735,Odd
7308,841185,Odd
7309,811626,Even
7310,750489,Odd
7311,832757,Odd
7312,252845,Odd
7313,894413,Odd
7314,738954,Even
7315,994067,Odd
7316,470750,Even
7317,302074,Even
7318,845317,Odd
7319,454426,Even
7320,798460,Even
7321,150116,Even
7322,463935,Odd
7323,864188,Even
7324,850107,Odd
7325,617599,Odd
7326,381647,Odd
7327,757588,Even
7328,36917,Odd
7329,298897,Odd
7330,995020,Even
7331,407460,Even
7332,619664,Even
7333,970653,Odd
7334,927822,Even
7335,758700,Even
7336,786693,Odd
7337,750289,Odd
7338,239806,Even
7339,75988,Even
7340,378959,Odd
7341,56655,Odd
7342,661376,Even
7343,249290,Even
7344,165291,Odd
7345,215921,Odd
7346,89945,Odd
7347,762818,Even
7348,456423,Odd
7349,314186,Even
7350,597827,Odd
7351,569899,Odd
7352,532343,Odd
7353,729764,Even
7354,400535,Odd
7355,483320,Even
7356,2316,Even
7357,45745,Odd
7358,420186,Even
7359,505192,Even
7360,991200,Even
7361,244708,Even
7362,583019,Odd
7363,868586,Even
7364,410561,Odd
7365,240532,Even
7366,887625,Odd
7367,865369,Odd
7368,506487,Odd
7369,271447,Odd
7370,993865,Odd
7371,485734,Even
7372,696484,Even
7373,845593,Odd
7374,726512,Even
7375,206062,Even
7376,344541,Odd
7377,495131,Odd
7378,940073,Odd
7379,872674,Even
7380,753770,Even
7381,854396,Even
7382,834963,Odd
7383,648917,Odd
7384,446627,Odd
7385,874544,Even
7386,616504,Even
7387,750830,Even
7388,82957,Odd
7389,774339,Odd
7390,842079,Odd
7391,168201,Odd
7392,958248,Even
7393,952882,Even
7394,252214,Even
7395,588558,Even
7396,875853,Odd
7397,295467,Odd
7398,224507,Odd
7399,672898,Even
7400,704496,Even
7401,922723,Odd
7402,747687,Odd
7403,379870,Even
7404,351588,Even
7405,529095,Odd
7406,24348,Even
7407,379723,Odd
7408,657044,Even
7409,840585,Odd
7410,924204,Even
7411,966222,Even
7412,65870,Even
7413,771993,Odd
7414,837622,Even
7415,850645,Odd
7416,846473,Odd
7417,745540,Even
7418,145226,Even
7419,90199,Odd
7420,287637,Odd
7421,326129,Odd
7422,107548,Even
7423,690847,Odd
7424,278234,Even
7425,54921,Odd
7426,524126,Even
7427,144337,Odd
7428,972210,Even
7429,307675,Odd
7430,145617,Odd
7431,934193,Odd
7432,588188,Even
7433,532271,Odd
7434,454425,Odd
7435,573278,Even
7436,824663,Odd
7437,583826,Even
7438,832396,Even
7439,9071,Odd
7440,799320,Even
7441,494502,Even
7442,847890,Even
7443,96901,Odd
7444,216642,Even
7445,824999,Odd
7446,932450,Even
7447,688363,Odd
7448,346499,Odd
7449,977403,Odd
7450,325416,Even
7451,388482,Even
7452,885869,Odd
7453,423834,Even
7454,175754,Even
7455,278700,Even
7456,11614,Even
7457,800306,Even
7458,576929,Odd
7459,542032,Even
7460,788950,Even
7461,374052,Even
7462,924400,Even
7463,451539,Odd
7464,349877,Odd
7465,589947,Odd
7466,557424,Even
